web_scraper_order,web_scraper_start_url,links,title,price,address,bedroom,bathroom,floor,facilities,desription,Pages
1765146546-71,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-6-kamar-tidur-di-darmorejo-jawa-timur_e487f13d6358-9a11-f362-3078-a73a2089,Dijual Rumah Kost Dekat UNMER Kota Madiun,"550,000,000","Jawa Timur, Madiun, Darmorejo",Kamar Tidur: 6,Kamar Mandi: 2,Luas Tanah: 104 m2,"Internet

Security

Car park

Garden

Balcony

Children's area

Terrace

Patio

Video cable","Rumah dijual dengan 6 kamar tidur di Darmorejo, Jawa Timur
                                        
                                            Dijual Rumah dengan lokasi strategis, Jl. Serayu Timur Perum Mutiara Kencana, Kel. Pandean, Kec.Taman, Kota Madiun, dekat Kampus UNMER, POLTEK, SAMSAT, SMA 4, SD Pandean, KPKNL, DLL.

 Spesifikasi:

 - 6 kmr tidur

 - 2 kmr mandi

 - Luas Tanah: 104m2

 - 2 lantai

 - Luas Bangunan: 150m2

 - hadap selatan

 - hook/pojok

 - SHM

 - lingkungan nyaman

 - dekat mushola

 - security 24 jam
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=3
1765146553-72,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-jiwan-jawa-timur_870deddae758-832f-3c22-a8e5-664a2089,RUMAH SUBSIDI GSP SUKOLILO PROMO BIAYA AWAL BISA DICICIL,"155,500,000","Jawa Timur, Madiun, Jiwan",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 60 m2,"Security

Car park","Rumah dijual dengan 2 kamar tidur di Jiwan, Jawa Timur
                                        
                                            Griya Sejahtera Park Sukolilo hadir dengan New Design dan Fresh Look DP bisa dicicil

 

 Griya Sejahtera Park Sukolilo (Depan Pasar Sukolilo)

 

 Loc. 9F9M+MVG, RT.27/RW.8, Dusun I, Sukolilo, Kec. Jiwan, Kabupaten Madiun, Jawa Timur

 

 Fasilitas :

 - Jalan paving lebar

 - Open space

 - Playground

 - Pos security

 - Lahan sarana ibadah

 

 Lokasi :

 - 1 menit dari Pasar Sukolilo

 - 6 menit dari Stadion Wilis

 - 6 menit dari Pusat Kota Madiun

 - 8 menit ke RSUD Sudono

 - 13 menit ke Gerbang Tol Madiun.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=3
1765146560-73,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-geger-jawa-timur_c50917c5e20c-6a10-a122-2381-19dc0089,Rumah dijual dengan 2 kamar tidur,"166,000,000","Jawa Timur, Madiun, Geger",Kamar Tidur: 2,Kamar Mandi: 1,Area yang Digunakan: 36 m2,,"Rumah dijual dengan 2 kamar tidur di Geger, Jawa Timur
                                        
                                            Rumah  Dijual dari 36sqm, yang terdiri dari 2 kamar tidur  dan 1 kamar mandi berlokasi di Geger, Madiun.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=3
1765146568-74,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-kuwu-jawa-timur_ae2105652624-c24e-9a02-3ef2-a15a2089,SPESIAL DISKON UP TO 10 JUTAAN DAN FREE CANOPY,"166,000,000","Jawa Timur, Madiun, Kuwu",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 60 m2,"Security

Car park

Garden

Patio","Rumah dijual dengan 2 kamar tidur di Kuwu, Jawa Timur
                                        
                                            Spesial buat Sobat WINTY tersayang khusus Bulan Febuari

 

 Khusus bulan ini ada diskon Up To 10 Jutaan di Griya Sejahtera Hills Madiun, ga cuman diskon aja tapi kamu juga dapetin free canopy

 Cocok banget nih buat kamu pasangan muda yang lagi cari tempat tinggal tanpa keluar banyak budget

 

 Lokasi nya strategis loh cuman 15 menit aja ke Pusat Kota Madiun

 Jl. Raya Dungus, Ngrayung, Mojopurno, Kec. Wungu, Kabupaten Madiun, Jawa Timur
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=3
1765146576-75,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-3-kamar-tidur-di-dolopo-jawa-timur_b0e0e4faa54d-cdce-cb72-eecf-77dc0089,Rumah dijual dengan 3 kamar tidur,"350,000,000","Jawa Timur, Madiun, Dolopo",Kamar Tidur: 3,Kamar Mandi: 1,Area yang Digunakan: 56 m2,,"Rumah dijual dengan 3 kamar tidur di Dolopo, Jawa Timur
                                        
                                            Rumah  Dijual dari 56sqm, yang terdiri dari 3 kamar tidur  dan 1 kamar mandi berlokasi di Dolopo, Madiun.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=3
1765146611-76,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-4-kamar-tidur-di-taman-jawa-timur_a94a1ddf3b00-b86e-def2-82fd-34341089,Dijual Rumah Mewah di Banjarejo Kota Madiun,"2,000,000,000","Jawa Timur, Madiun, Taman",Kamar Tidur: 4,Kamar Mandi: 2,Luas Tanah: 137 m2,"Internet

Security

Car park

Garden

Balcony

Children's area

Equipped kitchen

Terrace

Patio

Semi detached

Video cable","Rumah dijual dengan 4 kamar tidur di Taman, Jawa Timur
                                        
                                            Jual Rumah Tengah Kota Madiun

 Lokasi : Omah Banjar No. 1, (Google Map), Banjarejo, Taman, Kota Madiun

 Spesifikasi tertera di atas.

 Serius hubungi:

 HARTOPO
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146619-77,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-3-kamar-tidur-di-madiun-lor-jawa-timur_4de6ef91d605-ea3e-4042-3a35-69e00089,Rumah Dijual Pinggir Jalan Utama Sukosari Kota Madiun," 1.3,000,000,000","Jawa Timur, Madiun, Madiun Lor",Kamar Tidur: 3,Kamar Mandi: 1,Luas Tanah: 470 m2,,"Rumah dijual dengan 3 kamar tidur di Madiun Lor, Jawa Timur
                                        
                                            DIJUAL RUMAH STRATEGIS di Pinggir Jalan Utama Kawasan Sukosari, Kartoharjo, Kota Madiun

 



 Spesifikasi :

 - LT : 470m²

 - lebar ±7.5m (nggentong)

 - legalitas SHM

 - hadap utara

 - mangku aspal jalan utama

 - ada sisa tanah di belakang samping

 - terdiri dari 3KT 1 KM, dapur

 



 Kawasan sekitar : Sun city Mall, terminal, stasiun, RS Santa Clara dll

 



 TURUN HARGA 1.3M nego sampai deal
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146626-78,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-jiwan-jawa-timur_fcc067e536cd-c6e1-dae2-12ed-515a2089,RUMAH GSP JIWAN 5 MENIT DARI LANUD ISWAHJUDI MADIUN,"255,000,000","Jawa Timur, Madiun, Jiwan",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 72 m2,"Security

Car park

Garden

Patio","Rumah dijual dengan 2 kamar tidur di Jiwan, Jawa Timur
                                        
                                            Rumah Pribadi Dekat Dengan Tempat Kerja

 

 Kapan lagi punya rumah prbadi, yang cuman 5 menit ke Lanud Iswahjudi Madiun, ke Pusat Kota Madiun juga deket banget hanya 15 MENIT AJA LOH

 

 Akses kemana aja mudah, di tambah rumah yang di sediakan juga nyaman banget. Setelah pulang kerja kamu juga bisa istirahat dengan nyaman tanpa suara bising, karena jauh dari hiruk pikuk jalan raya Sob

 

 Yuk datang ke lokasi dan choose your favorit unit, sebelum kamu kehabisan!
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146634-79,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-mojorejo-jawa-timur_e9451e9489e6-3be1-ba62-4541-bb400089,Rumah Siap Huni Jl. Margobawero Kota Madiun,"500,000,000","Jawa Timur, Madiun, Mojorejo",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 95 m2,,"Rumah dijual dengan 2 kamar tidur di Mojorejo, Jawa Timur
                                        
                                            DIJUAL RUMAH SIAP HUNI di Jl. Margobawero, Kota Madiun

 



 Spesifikasi :

 LT : 95m²

 Legalitas SHM

 Mangku aspal mobil masuk

 



 - 2 K. Tidur, 1 K. Mandi

 - Dapur

 - Pagar, Kanopi, Caorr Teras

 



 BAGIAN ATAS SUDAH DAG, Bisa diteruskan menjadi 2lt

 



 BONUS AC

 



 Kawasan tengah kota, dekat dengan kampus, pasar, sekolahan maupun pusat Kota Madiun

 



 BUKA HARGA 500jt Nego
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146643-80,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-3-kamar-tidur-di-gandul-jawa-timur_99d3bd4c285b-ca90-5342-fd0a-7e3a2089,"PERUMAHAN MEWAH DI MADIUN, DIJUAL CLUSTER KOTA MADIUN","495,000,000","Jawa Timur, Madiun, Gandul",Kamar Tidur: 3,Kamar Mandi: 2,Luas Tanah: 72 m2,"Air conditioning

Internet

Security

Car park

Garden

Balcony

Children's area

Patio","Rumah dijual dengan 3 kamar tidur di Gandul, Jawa Timur
                                        
                                            Masa depan cerah dimulai dari rumah yang tepat. Impian banget nggak sih punya rumah gaya Eropa yang se-nyaman dan se-cozy ini ? Desainnya itu lho! Penasaran pengen lihat langsung ? 

 Yuk kunjungi project kita ! Sisa 3 unit aja nih.

 Yuk, jadikan Pusaka Saroja tempat terbaik untuk Anda dan keluarga!"". 

 



 PUSAKA SAROJA LUXURIOUS RESIDENCE

 Tersedia dua tipe :
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146652-81,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-mojopurno-jawa-timur_146e484fb93e-7a8e-14b2-92b5-672b0089,Rumah dijual dengan 2 kamar tidur,"300,000,000","Jawa Timur, Madiun, Mojopurno",Kamar Tidur: 2,Kamar Mandi: 1,Area yang Digunakan: 120 m2,"Car park

Terrace

Water

Patio","Rumah dijual dengan 2 kamar tidur di Mojopurno, Jawa Timur
                                        
                                            Rumah  Dijual dari 120sqm, yang terdiri dari 2 kamar tidur  dan 1 kamar mandi berlokasi di Mojopurno, Madiun.


 Fasilitasi meliputi: Car park, Terrace, Water dan Patio.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146660-82,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-dolopo-jawa-timur_eb83753c19e7-5d2e-f992-0a27-c7dc0089,Rumah dijual dengan 2 kamar tidur,"247,800,000","Jawa Timur, Madiun, Dolopo",Kamar Tidur: 2,Kamar Mandi: 1,Area yang Digunakan: 40 m2,,"Rumah dijual dengan 2 kamar tidur di Dolopo, Jawa Timur
                                        
                                            Rumah  Dijual dari 40sqm, yang terdiri dari 2 kamar tidur  dan 1 kamar mandi berlokasi di Dolopo, Madiun.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146668-83,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-3-kamar-tidur-di-nambangan-kidul-jawa-timur_604f3d68c869-aa5e-7f52-cd98-59e00089,"Rumah Siap Huni < 100m dari Jalan Nasional, SlekoMadiun","400,000,000","Jawa Timur, Madiun, Nambangan Kidul",Kamar Tidur: 3,Kamar Mandi: 1,Luas Tanah: 80 m2,,"Rumah dijual dengan 3 kamar tidur di Nambangan Kidul, Jawa Timur
                                        
                                            DIJUAL RUMAH SIAP HUNI di Nambangan Kidul, Kota Madiun (< 100m dr Jalan Nasional)

POSISI HOOK/TIKUNGAN

Spesifikasi : - LT : 80m²- lebar ±10m- legalitas SHM- HOOK, hadap selatan barat

- Terdiri dari 3 K. Tidur, 1 K. Mandi, Dapur, Full Kanopi, Pagar- PDAM, listrik 900 watt

Akses jalan kawasan sekitar : - mobil masuk- kurang dari 100m dari Jalan Nasional- dekat dengan pasar sleko, sekolahan, minimarket, alun2 kota dll

BUKA HARGA 400jt Nego

Info Lengkap :  mukti mojek
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146675-84,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-4-kamar-tidur-di-bangunsari-jawa-timur_a1a631feecac-091e-d582-e84b-202b0089,Rumah dijual dengan 4 kamar tidur,"775,000,000","Jawa Timur, Madiun, Bangunsari",Kamar Tidur: 4,Kamar Mandi: 2,Area yang Digunakan: 120 m2,,"Rumah dijual dengan 4 kamar tidur di Bangunsari, Jawa Timur
                                        
                                            Rumah  Dijual dari 120sqm, yang terdiri dari 4 kamar tidur  dan 2 kamar mandi berlokasi di Bangunsari, Madiun.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146683-85,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-4-kamar-tidur-di-madiun-lor-jawa-timur_26521c00d717-c10e-6932-e0d0-c3f00089,Rumah Modern 2lt Hook di Mojopurno,"750,000,000","Jawa Timur, Madiun, Madiun Lor",Kamar Tidur: 4,Kamar Mandi: 2,Luas Tanah: 220 m2,,"Rumah dijual dengan 4 kamar tidur di Madiun Lor, Jawa Timur
                                        
                                            DIJUAL RUMAH HOOK 2Lantai, Design Modern di Perumahan Mojopurno 1, Madiun





Spesifikasi :

LT : 221m²

LB : 180m²

Legalitas SHM IMB





- 4 K. Tidur, 2 K. Mandi, Dapur

- Ada bangunan toko sisa tanah u/ taman belakang

- garasi tertutup, caort, teras, taman, kanopi pagar

- akses jalan mobil





Dekat dengan SPBU, perkantoran, puskesmas, serta fasum perkotaan lainnya. 





DITAWARKAN 750jt Nego
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146691-86,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-kuwu-jawa-timur_f21a3db39d30-ca31-2cd2-1d04-705a2089,RUMAH SUBSIDI GSH MADIUN 12JUTA ALL IN,"150,500,000","Jawa Timur, Madiun, Kuwu",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 60 m2,"Swimming pool

Security

Car park","Rumah dijual dengan 2 kamar tidur di Kuwu, Jawa Timur
                                        
                                            Beli Rumah, dapat Promo + FREE Tiket Konser Denny Caknan di D'TJolomadoe? 

 

 SobatRoesumeh kamu gak salah dengar Booking bulan ini di Griya Sejahtera Hills dapat KEUNTUNGAN BERLIPAT. Mulai dari harga yang masih 150,5 Jutaan, Promo ALL IN 12 JUTAAN, hingga FREE TIKET konser Denny Caknan di D'Tjolomadoe. Gak cuma itu, pindah kesini juga bonus fasilitas mewah dan pemandangan indah loh

 

 Kapan lagi beli rumah dapat keuntungan sebanyak ini? kunjungi Griya Sejahtera Hills, dan manfaatkan promonya 

 

 PRICE : 150,5 Juta KPR/Cash

 

 Griya Sejahtera Hills - (Depan Pemancingan Banyu Mili)

 

 Loc. Jl. Raya Dungus, Ngrayung, Mojopurno, (8 menit menuju Alun-alun Madiun)

 

 Spesifikasi:

 Tipe/Luas : 30/60m2

 Kamar tidur : 2

 Kamar mandi : 1

 Caort : 1

 Ruko

 Lahan Sarana Ibadah

 Kolam Renang
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146699-87,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-mejayan-jawa-timur_4ef6e59a5531-c66f-ae92-6eb5-bb000089,RUMAH SIAP HUNI DEKAT LAPANGAN JIWAN,"380,000,000","Jawa Timur, Madiun, Mejayan",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 99 m2,Garden,"Rumah dijual dengan 2 kamar tidur di Mejayan, Jawa Timur
                                        
                                            DIJUAL RUMAH SIAP HUNI di Green Hills Residence, Bagag, Jiwan, Madiun

 



 Spesifikasi :

 LT : 99m²

 Type bangunan 60

 Legalitas SHM

 



 Terdiri dari 2 K. Tidur, 1 K. Mandi, Dapur

 



 Dilengkapi dengan caort serta sudah beagar + kanopi. 

 



 Kawasan sekitar : Pujasera & Lapangan Jiwan, jalur jalan nasional, pasar, SPBU dan hanya 7mnt dari Pusat Kota Madiun

 



 BUKA HARGA 380jt Nego
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146706-88,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-3-kamar-tidur-di-jiwan-jawa-timur_73a31da8d230-ef90-1742-fdd3-77a80089,"Rumah Dekat Jalan Nasional Madiun Solo, Jiwan","375,000,000","Jawa Timur, Madiun, Jiwan",Kamar Tidur: 3,Kamar Mandi: 1,Luas Tanah: 103 m2,Patio,"Rumah dijual dengan 3 kamar tidur di Jiwan, Jawa Timur
                                        
                                            DIJUAL RUMAH Posisi Strategis, 100m dari Jalan Nasional Madiun-Solo









Lokasi : Ds. Jiwan, Jiwan, Madiun









Spesifikasi :



LT : 103m²



Legalitas SHM



Full Bangun (Relatif Baru) 









- 3 K. Tidur, 1 K. Mandi



- Dapur & service area



- Dilengkapi teras, kanopi full & caort



- lantai full granite









Mangku aspal desa dan dekat dengan jalan nasional. 









Kawasan sekitar : minimarket, pasar, pujasera, puskesmas, sekolahan, bank dll









BUKA HARGA  375jt
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146719-89,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-3-kamar-tidur-di-nambangan-kidul-jawa-timur_aa819cbe780b-5c21-e402-e0c4-37f00089,Rumah Siap Bangun Pinggir Raya Metesih - Jiwan,"350,000,000","Jawa Timur, Madiun, Nambangan Kidul",Kamar Tidur: 3,Kamar Mandi: 1,Luas Tanah: 105 m2,,"Rumah dijual dengan 3 kamar tidur di Nambangan Kidul, Jawa Timur
                                        
                                            RUMAH BARU SIAP BANGUN 0km Jalan Poros Jiwan - Metesih

 

 STRATEGIS :

 - 3mnt dari Kampus API

 - 3mnt dari Lapangan Jiwan

 - 10mnt dari Pusat Kota

 

 Rumah dengan design minimalis modern type 56/105

 - Luas Tanah 105m²

 - Luas Bangunan 56m²

 

 Anda akan mendapatkan rumah baru dengan 3 K. Tidur, 1 K. Mandi lengkap dengan dapur, mushollah, caort serta taman indoor dan taman outdoor. 

 

 Harga mulai 350jt

 Bisa dimiliki dengan cash keras, cash lunak ataupun KPR Syariah

 

 Segera hubungi kami untuk info lebih lanjut
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146728-90,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-tawangrejo-jawa-timur_ed50848b8f3e-fc71-a042-8bce-233a2089,Lokasi Super Strategis! Rumah Impian Keluarga di Dekat Terminal Madiun,"430,000,000","Jawa Timur, Madiun, Tawangrejo",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 84 m2,"Air conditioning

Security

Car park

Garden

Equipped kitchen

Patio","Rumah dijual dengan 2 kamar tidur di Tawangrejo, Jawa Timur
                                        
                                            Jangan lewatkan kesempatan memiliki rumah idaman dengan lokasi super strategis!

 



 Terletak hanya beberapa langkah dari Terminal Madiun, rumah ini menawarkan kemudahan akses tak tertandingi ke berbagai penjuru kota dan luar kota.

 Bayangkan betapa mudahnya mobilitas Anda, baik untuk bekerja, sekolah, maupun bepergian.

 



 Selain lokasinya yang istimewa, rumah ini juga menawarkan desain modern, taman asri, atau 2 kamar tidur. Cocok untuk Anda yang mendambakan kepraktisan dan kenyamanan dalam satu paket!

 



 Hubungi kami segera untuk informasi lebih lanjut dan jadwalkan kunjungan.
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146736-91,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-nambangan-kidul-jawa-timur_03c2217c1e9c-94e1-4362-735c-333a2089,(BU) Jual Rumah Cluster 1 Lantai Dekat Alun-alun Kota Madiun,"400,000,000","Jawa Timur, Madiun, Nambangan Kidul",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 70 m2,"Air conditioning

Security

Car park

Garden

Children's area

TV

Patio","Rumah dijual dengan 2 kamar tidur di Nambangan Kidul, Jawa Timur
                                        
                                            Dijual Rumah Ready Stock

 



 Lokasi Strategis

  5 menit ke Alun-alun Kota Madiun

 5 menit ke RSI Aisyah

 6 menit ke Pahlawan Street Center

 7 Menit Ke Stasiun Madiun

  



 Spesifikasi :

  Pondasi : Batu Kumbung

 Struktur : Beton Bertulang

 Dinding : Bata Merah, Fin. Plester Aci

 Lantai : Granit, Keramik (KM, Teras)

 Caort : Rabat

 Kusen, Pintu Jendela : Kayu

 Atap : Rangka Galvalum, Penutup Genteng Beton

 Plafon : Gipsum, Rangka Hollow

 Closet : Closet Duduk

 Sumber Air : PDAM
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146743-92,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-4-kamar-tidur-di-ngampel-jawa-timur_fed05b983d2d-e2d0-19e2-6f84-7dc90089,Rumah HOOK 2lt Full Bangunan & Full Balkoni,"725,000,000","Jawa Timur, Madiun, Ngampel",Kamar Tidur: 4,Kamar Mandi: 3,Luas Tanah: 141 m2,"Car park

Garden

Balcony","Rumah dijual dengan 4 kamar tidur di Ngampel, Jawa Timur
                                        
                                            DIJUAL RUMAH MEWAH HOOK 2lt 

 



 Lokasi : Perumahan Dumai, Kota Madiun

 



 Spesifikasi :

 



 LT : 141m² 

 Legalitas SHM

 Full Bangun 2lt

 



 Lantai 1

 - 1 kmr tidur

 - 1 ruang tamu

 - mushola kecil

 - ruang keluarga

 - ruang makan

 - dapur

 - 2 kamar mandi

 - dapur

 - gudang

 - kolam ikan

 - garasi 2 mobil

 



 Lantai 2

 - 3 kamar tidur

 - 1 kamar mandi

 - laoundry room

 - balkon

 - ruang keluarga luas

 



 BONUS 2 AC, lampu kristal hias, TV Led

 



 Dekat IKIP, sekolahan, pasar Joyo, Suncity Mall dll

 



 HARGA 725jt Gopis

 



 Info Lengkap :  (mukti) 
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146751-93,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-taman-jawa-timur_42724b3f09b2-b3ff-1082-e923-1b400089,Rumah Strategis Pinggir Lapangan Kampir Kanigoro Kota Madiun,"680,000,000","Jawa Timur, Madiun, Taman",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 126 m2,"Equipped kitchen

Terrace

Water

Patio

Fully fenced","Rumah dijual dengan 2 kamar tidur di Taman, Jawa Timur
                                        
                                            DIJUAL RUMAH SIAP HUNI

 



 Jl  Jati Kampir

 Samping Lapangan Kanigoro/Kampir, Kojo, Kota Madiun

 



 Luas Tanah 126m² SHM

 



 2 K. Tidur + 1 K. Mandi

 Dapur, Service Area

 Caort, Kanopi, Pagar

 



 Kawasan sekitar :

 - Lapangan Kanigoro/Kampir

 - Pasar Kojo

 - Unipma

 - Stikes Sudono

 



 HARGA 680jt gopis
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146759-94,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-mojopurno-jawa-timur_94fcb010c5f4-884e-cfe2-cefa-87f00089,RUMAH BARU KARANGREJO WUNGU dekat Raya Dungus,"225,000,000","Jawa Timur, Madiun, Mojopurno",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 71 m2,,"Rumah dijual dengan 2 kamar tidur di Mojopurno, Jawa Timur
                                        
                                            DIJUAL RUMAH BARU SIAP HUNI





Lokasi : Doragan, Munggut, Madiun





Spesifikasi :

LT : 71m²

Legalitas SHM

Dimensi 5.5x13





Terdiri dari 2 K. Tidur, 1 K. Mandi dan Dapur serta service area 





Sudah lengkap dengan kanopi, teras, pagar tembok dan caort





Dekat Jalan Raya Dungus, sekolahan, KUA, dan hanya 10mnt dari Kota Madiun. 





HARGA HANYA 225jt INCLUDED (Free bea2)





Info Lengkap :  mukti mojek
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
1765146766-95,https://www.dotproperty.id/houses-for-sale/east-java/madiun,https://www.dotproperty.id/ads/rumah-dijual-dengan-2-kamar-tidur-di-kuwu-jawa-timur_bc10123a614d-d30f-9f12-35c1-acf00089,"Dijual RUMAH BARU di Dekat Kecamatan Wungu, Mojopurno Madiun","380,000,000","Jawa Timur, Madiun, Kuwu",Kamar Tidur: 2,Kamar Mandi: 1,Luas Tanah: 100 m2,,"Rumah dijual dengan 2 kamar tidur di Kuwu, Jawa Timur
                                        
                                            DIJUAL RUMAH CANTIK Kondisi BARU di Pinggiran Kota nan ASRI

 



 Lokasi : Mojopurno, Wungu, Madiun

 (dekat Kantor Kecamatan Wungu & Balai Desa) 

 



 Spesifikasi :

 LT : 100m²

 Legalitas SHM

 Full Bangun

 



 Terdiri dari 2 K. Tidur, 1 K. Mandi, Dapur, Teras Cantik & Caort

 



 Akses jalan truk dan mobil simpangan

 



 Kawasan terdekat : kantor kecamatan Wungu, Puskesmas, Minimarket, bank dll

 



 HARGA 380jt
                                                                                            
                                                    Telephone number:        View Phone",https://www.dotproperty.id/houses-for-sale/east-java/madiun?page=2
